,index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
580,4478,43500054,JEWISH FAMILY SERVICES,1070 COLLEGE AVE,COLUMBUS,OH,43209-2488,US,31-4379497,4500.0,75002311,Jewish Family Services,1070 College Ave Ste A Columbus OH,Jewish Family Services,1.0,Yes
581,4480,43500057,"ASPIREIQ, INC.",701 TILLERY ST # 148 STE 12,AUSTIN,TX,78702-3751,US,80-0969289,93635.0,79290889,"Aspireiq, Inc.",550 Montgomery St Ste 800 San Francisco CA,"Aspireiq, Inc.",1.0,Yes
582,4490,43500082,FRONTSTREET FACILITY SOLUTIONS INC,PO BOX 40006,NEWARK,NJ,07101-4000,US,45-5562915,136128.28,78736093,"Frontstreet Facility Solutions, Inc.",4170 Veterans Mem Hwy Bohemia NY,"Frontstreet Facility Solutions, Inc.",1.0000000000000002,Yes
583,4493,43500087,"MABL, INC.",38 CHAUNCY ST FL 9,BOSTON,MA,02111-2301,US,81-4864836,183825.0,81229816,"Mabl, Inc.",38 Chauncy St Ste 900 Boston MA,"Mabl, Inc.",1.0,Yes
584,4505,43500104,"THE SPITZ LAM FIRM, LLC","25825 Science Park Drive, Suite 200",BEACHWOOD,OH,44122,US,45-0557168,6060.0,72954648,The Spitz Law Firm LLC,25825 Science Park Dr # 200 Beachwood OH,The Spitz Law Firm LLC,0.8968,Yes
585,4517,43500124,"WRIGHT'S MEDIA, LLC","2407 TIMBERLOCH PLACE SUITE B,",THE WOODLANDS,TX,77380,US,76-0652386,39500.0,877954409,"Wright's Media, LLC",2407 Timberloch Pl Ste B The Woodlands TX,"Wright's Media, LLC",1.0,Yes
586,4518,43500127,FOR GOOD & CO,6360 NE M L KING BLVD,PORTLAND,OR,97211-3030,US,93-0723262,28015.0,157969689,Good To Go LLC,531 Forest Rd Northford CT,Good To Go LLC,1.0,Yes
587,4523,43500142,WILLIS SPANGLER STARLING LPA LTD,"4635 TRUEMAN BOULEVARD, SUITE 100",HILLIARD,OH,43026,US,46-4230982,50300.0,40892198,Willis Spangler Starling,4635 Trueman Blvd Hilliard OH,Willis Spangler Starling,0.9258,Yes
588,4527,43500152,CITY OF NORFOLK,300 Monticello Ave.,NORFOLK,VA,23510,US,54-6001455,1400.0,74740069,City of Norfolk,810 Union St Ste 508 Norfolk VA,City of Norfolk,1.0,Yes
589,4533,43500172,BATH AND BODY WORKS,651 WILTSHIRE RD,COLUMBUS,OH,43204-2431,US,301-94-7771,200.0,22472468,"Bath & Body Works, Inc.",3 Limited Pkwy Columbus OH,"Bath & Body Works, Inc.",1.0,Yes
590,4536,43500176,CYBRA CORPORATION,28 WELLS AVENUE,YONKERS,NY,10707,US,13-3303290,9720.0,147847776,Cybra Corporation,28 Wells Ave Ste 3 Yonkers NY,Cybra Corporation,1.0,Yes
591,4540,43500182,LA COMUNIDAD CORPORATION,PO BOX 12076,CHICAGO,IL,60674-2076,US,65-1056457,1416591.38,50379978,"""la Comunidad"" Corporation",6400 Biscayne Blvd Miami FL,PUBLICIS GROUPE S.A.,1.0,Yes
592,4543,43500185,WALKME INC.,71 STEVENSON ST FL 20,SAN FRANCISCO,CA,94105-2934,US,46-1137722,139500.0,78820968,"Walkme, Inc.",71 Stevenson St Ste 2000 San Francisco CA,"Walkme, Inc.",1.0,Yes
593,4549,43500202,"MANDIANT, INC.",DEPARTMENT 3063,DALLAS,TX,75312-3063,US,20-1548921,165000.0,66995708,Mandiant Corp,1440 McCarthy Blvd Milpitas CA,Mandiant Corp,1.0,Yes
594,4559,43500233,GREEN BLANKET PRODUCTION LLC,338 W MAPLE ST,GRANVILLE,OH,43023-1143,US,82-5464732,241740.81,93260039,Blanket Green Production LLC,338 W Maple St Granville OH,Blanket Green Production LLC,1.0,Yes
595,4580,43500283,CLYDE & CO US LLP,MAIL CODE: 6151,PHILADELPHIA,PA,19170-0001,US,20-5083001,19087.17,940249659,"Clyde, Inc.",5441 Wisconsin Ave Chevy Chase MD,Graham Holdings Company,1.0,Yes
